StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,...18,...19,Pref. (Black asc.),Pref. (Black desc.),Pref. explanation,Birth year,Gender,Gender_5_TEXT,Hispanic,Race,Political aff.,Political aff._4_TEXT,Independent Q,Education,Income
2023-12-21 15:22:22,2023-12-21 15:28:20,100,357,True,2023-12-21 15:28:20,R_35WyBpvmUFt2aDa,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,"In the scenario given, black people live further away than white people.  If I gave them equal amounts, that would be unfair to black people and therefore more black people would go to jail.  I felt that in my choice it was more fair to give more money to the black people who live farther away and still some to the white people who live closer.  I was really torn between the choices because I know that doesn't save the most individuals from going to jail, but I feel that in the scenario that DID show the most people saved from going to jail, it was likely those were all white people, giving yet another disadvantage to the black people.",1975,Woman,NA,No,Asian,Democrat,NA,NA,Bachelor’s degree,"$100,000 to $149,999"
2023-12-21 15:25:49,2023-12-21 15:28:28,100,159,True,2023-12-21 15:28:29,R_3R4YHMh7OWBai8P,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,It seemed fair to split the money,1997,Man,NA,No,White or Caucasian,Independent,NA,Democrat,"Some college, but no degree","$70,000 to $79,999"
2023-12-21 15:25:24,2023-12-21 15:28:46,100,202,True,2023-12-21 15:28:47,R_1kVjbj4tUyPp2fL,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,It seemed that it was most expensive to black people to get a ride to court so I allotted the majority of the funds to them.,1969,Woman,NA,Yes,White or Caucasian,Democrat,NA,NA,High school diploma or GED,"$20,000 to $29,999"
2023-12-21 15:26:24,2023-12-21 15:28:53,100,149,True,2023-12-21 15:28:53,R_5fxknEjedsv6JUk,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 White people,Option C,NA,fairness,1971,Woman,NA,No,White or Caucasian,Republican,NA,NA,"Some college, but no degree","$20,000 to $29,999"
2023-12-21 15:26:22,2023-12-21 15:29:04,100,162,True,2023-12-21 15:29:05,R_5iaPRFT59Zvn8oR,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option B,NA,I looked at the number of people who avoided jail for each option and chose the one that was most efficient.,2004,Man,NA,No,White or Caucasian,Independent,NA,Democrat,"Some college, but no degree","$150,000 or more"
2023-12-21 15:26:09,2023-12-21 15:29:09,100,180,True,2023-12-21 15:29:09,R_50FFJ7sIqqz0lvX,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,I think it's only fair that each group gets exactly half of the total amount. In my opinion this is the most fair option,2004,Man,NA,No,White or Caucasian,Republican,NA,NA,"Some college, but no degree","$100,000 to $149,999"
2023-12-21 15:26:57,2023-12-21 15:29:23,100,145,True,2023-12-21 15:29:23,R_6PaF1h65zv4fJe4,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option D,Because it kept the most people out of jail.,1955,Woman,NA,No,White or Caucasian,Democrat,NA,NA,Associates or technical degree,"$40,000 to $49,999"
2023-12-21 15:26:43,2023-12-21 15:29:45,100,182,True,2023-12-21 15:29:46,R_7t3RTOmZ9zbBPs5,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option B,NA,The largest number of people avoid going to jail,1978,Man,NA,No,Black or African American,Independent,NA,Democrat,Associates or technical degree,"$30,000 to $39,999"
2023-12-21 15:23:49,2023-12-21 15:29:47,100,357,True,2023-12-21 15:29:47,R_7P2kebFUMzPYfVN,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,Because it's even,2002,Man,NA,No,Black or African American,Independent,NA,Democrat,Associates or technical degree,"$150,000 or more"
2023-12-21 15:27:52,2023-12-21 15:29:49,100,117,True,2023-12-21 15:29:50,R_6PUc1azSih6wsd6,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 White people,Option C,NA,It should be equal,1959,Woman,NA,No,White or Caucasian,Democrat,NA,NA,Associates or technical degree,Prefer not to say
2023-12-21 15:14:46,2023-12-21 15:29:54,100,907,True,2023-12-21 15:29:54,R_59jNcsns7ZX2Ngt,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,Because it’s equal.,2004,Woman,NA,No,White or Caucasian,Independent,NA,Democrat,High school diploma or GED,"$30,000 to $39,999"
2023-12-21 15:25:56,2023-12-21 15:29:59,100,243,True,2023-12-21 15:29:59,R_3QEJrMiw4bn80ZG,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option B,NA,"I was hesitant to choose that option, because it seems to discriminate against Black people. But ultimately, I went with the option that would keep the most people out of jail.",1966,Woman,NA,No,White or Caucasian,Independent,NA,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$70,000 to $79,999"
2023-12-21 15:26:53,2023-12-21 15:30:13,100,200,True,2023-12-21 15:30:14,R_7IZud7AliBZxmAs,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option B,NA,It’s probably harder for black people to pay for rides but they should pay something.,2002,Woman,NA,No,White or Caucasian,Republican,NA,NA,High school diploma or GED,Prefer not to say
2023-12-21 15:28:21,2023-12-21 15:30:22,100,120,True,2023-12-21 15:30:22,R_7dYBYa7aiKIb4a3,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option D,It helps the most people.,2000,Woman,NA,No,White or Caucasian,Democrat,NA,NA,Associates or technical degree,"$10,000 to $19,999"
2023-12-21 15:17:04,2023-12-21 15:30:31,100,806,True,2023-12-21 15:30:31,R_18tLB1JnwIgHR8l,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,Because it obviously cost more for Black people to get to court so it seemed fair.,1983,Man,NA,No,"White or Caucasian,Asian",Independent,NA,Republican,High school diploma or GED,"$60,000 to $69,999"
2023-12-21 15:29:01,2023-12-21 15:30:43,100,102,True,2023-12-21 15:30:43,R_68SdRKI4W0N6Xmn,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,due to racial disparity,2001,Woman,NA,No,White or Caucasian,Democrat,NA,NA,Bachelor’s degree,"$90,000 to $99,999"
2023-12-21 15:29:11,2023-12-21 15:30:45,100,94,True,2023-12-21 15:30:46,R_6S9u6aBmVq79WIF,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,Because ultimately it is most fair to give equal money to both groups,1999,Man,NA,No,White or Caucasian,Independent,NA,Democrat,Bachelor’s degree,"$20,000 to $29,999"
2023-12-21 15:29:12,2023-12-21 15:31:01,100,109,True,2023-12-21 15:31:01,R_5l03xmyFnQVlag7,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option A,less people in jail,1996,Prefer not to say,NA,No,Prefer not to say,Independent,NA,Democrat,High school diploma or GED,Prefer not to say
2023-12-21 15:27:32,2023-12-21 15:31:16,100,223,True,2023-12-21 15:31:16,R_5q24032vN7h0kuP,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,It still offered help to many individuals without making the amount available unfair to either set of people,1996,Woman,NA,No,White or Caucasian,Independent,NA,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000 to $149,999"
2023-12-21 15:26:38,2023-12-21 15:31:22,100,283,True,2023-12-21 15:31:22,R_3kM9vmlJCExpKkh,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,i think it seems the most fair to allocate the money between the two groups. It would seem that it would be not showing too much perference for either of these groups.,1994,Woman,NA,Yes,White or Caucasian,Democrat,NA,NA,"Some college, but no degree","$30,000 to $39,999"
2023-12-21 15:27:11,2023-12-21 15:31:22,100,251,True,2023-12-21 15:31:22,R_7LnArECTrrUWboH,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,"It helps almost as many people as possible while not giving preference to white people (who need it less). Ideally Black people would get more money just because they are the ones most affected by it, but given that an even split helps more people in general, I chose that one.",1993,Woman,NA,No,Other,Independent,NA,Democrat,Bachelor’s degree,"Less than $10,000"
2023-12-21 15:27:04,2023-12-21 15:31:38,100,274,True,2023-12-21 15:31:39,R_5jm78Qdx9TIT7oB,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,"It helps the people who need it the most, but increases the number of people who are helped.",1997,A gender identity not listed here,Agender,No,"White or Caucasian,Asian",Democrat,NA,NA,Bachelor’s degree,"$100,000 to $149,999"
2023-12-21 15:26:55,2023-12-21 15:31:50,100,294,True,2023-12-21 15:31:50,R_6jThBEwwfsfOaGe,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option E,NA,"Because it's more fair to help people who live further away than people who live closer. If its obviously going to cost more for the black people who live further away, then they deserve the help for rides way more than the rest.",1992,Woman,NA,No,White or Caucasian,Democrat,NA,NA,High school diploma or GED,"Less than $10,000"
2023-12-21 15:07:34,2023-12-21 15:33:31,100,1556,True,2023-12-21 15:33:32,R_3sdILhh844d00xD,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,"I would have chosen the option that helps the most people (1,000+ people), but the Black people would get less than White people.   I chose the option where everyone gets the same payout and helps the 2nd largest number of people avoid jail.",1983,Man,NA,No,White or Caucasian,Democrat,NA,NA,Bachelor’s degree,"$150,000 or more"
2023-12-21 15:32:49,2023-12-21 15:33:53,100,64,True,2023-12-21 15:33:54,R_310zBcbKnqF1Nck,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,Both sides pay an equal amount,2000,Man,NA,No,White or Caucasian,Democrat,NA,NA,High school diploma or GED,"$30,000 to $39,999"
2023-12-21 15:32:06,2023-12-21 15:34:14,100,128,True,2023-12-21 15:34:14,R_39ozJQHnlawpuIx,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,"Some white people live in ""black neighborhoods"" and vice versa. There should not be any discrimination based on race. Rides should be offered based on how far an individual lives from the courthouse.",1991,Woman,NA,No,White or Caucasian,Independent,NA,Republican,Associates or technical degree,"$20,000 to $29,999"
2023-12-21 15:30:20,2023-12-21 15:34:30,100,250,True,2023-12-21 15:34:30,R_7Cv5AHhNWTZuKs1,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,I don’t think the allocation should be based on race.  Base it on distance no matter the race.,1975,Prefer not to say,NA,No,Prefer not to say,Independent,NA,Republican,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more"
2023-12-21 15:32:48,2023-12-21 15:34:39,100,110,True,2023-12-21 15:34:39,R_1QEtsD39ibc3QGN,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,It felt the most “equal”,1997,Woman,NA,No,White or Caucasian,Democrat,NA,NA,Bachelor’s degree,"$90,000 to $99,999"
2023-12-21 15:32:21,2023-12-21 15:34:40,100,139,True,2023-12-21 15:34:41,R_67kdnaR4Kg2I8lw,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,It gives the same amount to blacks and whites.,1969,Woman,NA,No,White or Caucasian,Democrat,NA,NA,Bachelor’s degree,"$90,000 to $99,999"
2023-12-21 15:32:30,2023-12-21 15:34:56,100,146,True,2023-12-21 15:34:57,R_5dgBpBTEB7sIfYq,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option B,NA,Less people in jail is preferable to equality for sake of equality,2004,Prefer not to say,NA,No,White or Caucasian,No preference,NA,NA,"Some college, but no degree","$70,000 to $79,999"
2023-12-21 15:32:53,2023-12-21 15:35:17,100,144,True,2023-12-21 15:35:18,R_3eyrwI3aHaPOWX2,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,"There is no way that this doesn't become a political talking point unless distribution is equal, assuming that near or far, race is the only thing I can decide on.",1971,Man,NA,No,White or Caucasian,Democrat,NA,NA,Bachelor’s degree,"$60,000 to $69,999"
2023-12-21 15:29:10,2023-12-21 15:35:28,100,378,True,2023-12-21 15:35:29,R_5CqhLXz5PjIrdd1,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,I felt that this option was fair and potentially helped everyone equally.,1972,Woman,NA,No,White or Caucasian,Independent,NA,Republican,"Some college, but no degree","Less than $10,000"
2023-12-21 15:32:12,2023-12-21 15:35:54,100,222,True,2023-12-21 15:35:55,R_73ereAuDCqhs4IE,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option D,It was the best allocation to help the city funds,1978,Woman,NA,No,Black or African American,Independent,NA,Democrat,Associates or technical degree,"$100,000 to $149,999"
2023-12-21 15:33:51,2023-12-21 15:36:25,100,153,True,2023-12-21 15:36:25,R_6D5tb6t9nTcKYem,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,"It helped the most people who needed it the most, while still giving some help to those who needed it less.",1947,Man,NA,No,White or Caucasian,Independent,NA,Democrat,Associates or technical degree,"$20,000 to $29,999"
2023-12-21 15:32:24,2023-12-21 15:36:50,100,265,True,2023-12-21 15:36:50,R_32yue5Xa4y80vSx,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,"Well I honestly had a hard time deciding because I don't think it's fair to give more to one race over another but I gave more to Blacks only because of how much it cost than compared to white people in Metropolis, this way some of each race got some money to get help but a little more to Black people because of their distance being farther too",1979,Woman,NA,No,White or Caucasian,Republican,NA,NA,"Some college, but no degree","$20,000 to $29,999"
2023-12-21 15:34:30,2023-12-21 15:37:04,100,154,True,2023-12-21 15:37:05,R_1tuv9NOVDAZGvvD,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option D,It helped more people avoid jail.,1970,Man,NA,No,White or Caucasian,Democrat,NA,NA,High school diploma or GED,"$30,000 to $39,999"
2023-12-21 15:31:08,2023-12-21 15:37:05,100,356,True,2023-12-21 15:37:05,R_5w68bF1fNxVPTsg,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,"not sure I do prefer what I selected-it was very confusing-tried to guess whether the distributions meant more black people avoided jail or more white people-could not tell by the numbers (math is not my thing); I wanted to select the distribution with the highest impact of keeping more black people out of jail, since jailing people is skewed toward blacks",1947,Woman,NA,No,White or Caucasian,Democrat,NA,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$30,000 to $39,999"
2023-12-21 15:33:10,2023-12-21 15:37:12,100,242,True,2023-12-21 15:37:13,R_7I71BBjGbPzf8qq,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option E,Black people live further away and they deserve a free ride.,1975,Woman,NA,No,Black or African American,No preference,NA,NA,Associates or technical degree,"$10,000 to $19,999"
2023-12-21 15:27:52,2023-12-21 15:37:27,100,574,True,2023-12-21 15:37:28,R_72DJpsC8LTWjLJB,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,I feel  there is a need for diversity and not being bias while achieving optimal result.,1984,Man,NA,No,Black or African American,Democrat,NA,NA,Bachelor’s degree,"$60,000 to $69,999"
2023-12-21 15:34:55,2023-12-21 15:37:31,100,155,True,2023-12-21 15:37:31,R_7THJDP5T98Dy7GC,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,It was the choice that was even and would keep a large amount of people out of jail.,1980,Woman,NA,No,White or Caucasian,Democrat,NA,NA,Bachelor’s degree,"$150,000 or more"
2023-12-21 15:36:31,2023-12-21 15:37:37,100,66,True,2023-12-21 15:37:38,R_3VxdDN3VA2H57bp,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option A,Because it benefited the most people and kept more people out of jail,1985,Woman,NA,No,White or Caucasian,Democrat,NA,NA,Associates or technical degree,"$60,000 to $69,999"
2023-12-21 15:35:13,2023-12-21 15:37:55,100,162,True,2023-12-21 15:37:56,R_3MlpKvGk4zXrDPj,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 White people,NA,Option C,It should be equal,1983,Woman,NA,No,White or Caucasian,Independent,NA,Republican,Bachelor’s degree,"$70,000 to $79,999"
2023-12-21 15:34:50,2023-12-21 15:38:07,100,197,True,2023-12-21 15:38:07,R_7jZ4Q5H7oxg3xM9,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,"As it typically costs more for Black people to get to and from court, it seems only reasonable that they should receive more of the funds.",1972,Woman,NA,No,White or Caucasian,Independent,NA,Republican,Associates or technical degree,"$70,000 to $79,999"
2023-12-21 15:33:34,2023-12-21 15:38:08,100,273,True,2023-12-21 15:38:08,R_3sgHAxc437hcbzL,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,"I chose that allocation scenario because it seems fair that black people, who live farther away, should receive more towards their ride than a white person who lives close. It would cost more to pick up people that live farther away therefore, more money should be allocated for that trip.",1973,Woman,NA,No,White or Caucasian,Independent,NA,Republican,Bachelor’s degree,"$100,000 to $149,999"
2023-12-21 15:35:23,2023-12-21 15:38:35,100,191,True,2023-12-21 15:38:35,R_7LshXiDr8VRjaGl,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,It's even 50/50 fair someone that is Black may typicaly live farther away but that doesn't mean there are no white people or Hispanics that live just as far away,1960,Woman,NA,No,White or Caucasian,Republican,NA,NA,Associates or technical degree,"$50,000 to $59,999"
2023-12-21 15:35:06,2023-12-21 15:39:54,100,288,True,2023-12-21 15:39:55,R_56ervN3mDzLJBkJ,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,I factored in the distance that would be traveled the respective demographics,1973,Man,NA,No,Black or African American,No preference,NA,NA,"Some college, but no degree","$30,000 to $39,999"
2023-12-21 15:32:12,2023-12-21 15:40:34,100,502,True,2023-12-21 15:40:35,R_7QxEVnwAGlIp6mZ,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,Equality. It’s fair and it’s not the courts problem if you live further away. Plus if you want to avoid court don’t break the law,1966,Man,NA,Yes,Other,Republican,NA,NA,Bachelor’s degree,"$100,000 to $149,999"
2023-12-21 15:38:23,2023-12-21 15:40:48,100,145,True,2023-12-21 15:40:49,R_5ml7HYwIecCGZ69,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,I think it is more fair and just to give them equal amounts of money.,1995,Woman,NA,No,Black or African American,Independent,NA,Republican,Associates or technical degree,"$70,000 to $79,999"
2023-12-21 15:39:08,2023-12-21 15:40:58,100,109,True,2023-12-21 15:40:58,R_7dggrQRKVWO7Mzy,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,I picked the median option because in policies normally the best option is seen as too expensive,1986,Woman,NA,No,White or Caucasian,Independent,NA,Democrat,Associates or technical degree,Prefer not to say
2023-12-21 15:36:09,2023-12-21 15:41:19,100,309,True,2023-12-21 15:41:19,R_5eyqe5FjT91WFeS,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,"Fairer to both black and white people, while keeping in mind black people suffer more",1984,Woman,NA,No,White or Caucasian,Independent,NA,Democrat,Associates or technical degree,"$20,000 to $29,999"
2023-12-21 15:34:45,2023-12-21 15:41:36,100,410,True,2023-12-21 15:41:36,R_7aUEM7A7uxHfMn3,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,"The cost of a black rider vs white was about 4:1. I didn't feel like all the money should go to 1 group only. I realize it said more people could have been saved from jail if I did $2.50 black /$7.50 white but it didn't say what crimes were committed w avoiding jail numbers. I am a white woman who went into massive debt because of a genetic health condition. It's expensive to be poor and sometimes you just need some help. I have been disqualified because I make too much money, I don't have kids and am white. I don't think this is right either. So part of my decision might be considered biased by some but think we should try to provide the appropriate assistance based on data.",1979,Woman,NA,No,White or Caucasian,Republican,NA,NA,Associates or technical degree,"$70,000 to $79,999"
2023-12-21 15:36:44,2023-12-21 15:41:38,100,293,True,2023-12-21 15:41:38,R_5dQ6jeacvuaal1w,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,I think this is the best option to ensure that a fairly equal number of black and white people stay out of jail.,1964,Man,NA,No,White or Caucasian,Democrat,NA,NA,High school diploma or GED,"$10,000 to $19,999"
2023-12-21 15:40:01,2023-12-21 15:42:08,100,126,True,2023-12-21 15:42:08,R_5IvPloteGBRYL61,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,it would gove more money to those more disadvantaged,1963,Woman,NA,No,White or Caucasian,Democrat,NA,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000 to $149,999"
2023-12-21 15:39:56,2023-12-21 15:42:28,100,152,True,2023-12-21 15:42:28,R_5mlOR6ygj02liqS,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,It seems most fair,1993,Prefer not to say,NA,No,Prefer not to say,No preference,NA,NA,Bachelor’s degree,Prefer not to say
2023-12-21 15:27:06,2023-12-21 15:42:51,100,945,True,2023-12-21 15:42:52,R_5ckg6QX7WfiAVQr,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,fair,2000,Man,NA,No,White or Caucasian,Independent,NA,Democrat,Bachelor’s degree,"$50,000 to $59,999"
2023-12-21 15:39:33,2023-12-21 15:43:17,100,223,True,2023-12-21 15:43:17,R_3vnF6zNqCvAaas1,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option D,"The point is to keep people from jail, this option does the best job at that.",1965,Man,NA,No,White or Caucasian,Democrat,NA,NA,Bachelor’s degree,"$70,000 to $79,999"
2023-12-21 15:39:30,2023-12-21 15:43:23,100,232,True,2023-12-21 15:43:23,R_5dlH7KiGL6Zdy6y,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,"I wanted to give the fairest distribution and help the most people avoid jail. Ideally, I would have helped an equal number of people of both races get to court, which would mean allocating more to Black recipients. However, almost twice as many people avoided jail if I divided the funds 50-50, so that is what I did.",1952,Woman,NA,No,White or Caucasian,Democrat,NA,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$90,000 to $99,999"
2023-12-21 15:39:36,2023-12-21 15:43:42,100,245,True,2023-12-21 15:43:42,R_6myofWimkXUSx0u,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,It would help the most people without giving more to either group. Fairest,1965,Man,NA,No,White or Caucasian,Democrat,NA,NA,Associates or technical degree,"$40,000 to $49,999"
2023-12-21 15:41:03,2023-12-21 15:44:06,100,182,True,2023-12-21 15:44:06,R_5MzJTEOOR3hiB9y,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,"it should be the same amount of money per person, regardless of their skin color.",1963,Woman,NA,No,White or Caucasian,Democrat,NA,NA,High school diploma or GED,"$30,000 to $39,999"
2023-12-21 15:40:18,2023-12-21 15:44:12,100,234,True,2023-12-21 15:44:12,R_5mJ8DU6ZAg8ZncB,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option B,NA,I chose B because this distribution helped a larger portion of the people.,1980,Woman,NA,No,White or Caucasian,Independent,NA,Republican,Associates or technical degree,"$20,000 to $29,999"
2023-12-21 15:40:27,2023-12-21 15:46:34,100,367,True,2023-12-21 15:46:34,R_6kUelSaFJxDseNe,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,I choose that distribution spread because it most closely mirrors the cost ratio incurred by the passengers although maximizing the number of people who would avoid jail is also a vital consideration.,1968,Man,NA,No,White or Caucasian,Democrat,NA,NA,"Some college, but no degree","$60,000 to $69,999"
2023-12-21 15:44:08,2023-12-21 15:46:50,100,162,True,2023-12-21 15:46:50,R_6pA4hCl9sJTiuCq,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,I think that the racial disparity and where they lived is important but I also think that keeping more people out of jail is a great option so that's why I figured it would keep almost 1000 people out of jail therefore they should split the money down the middle,1973,Man,NA,No,White or Caucasian,Independent,NA,Democrat,Bachelor’s degree,"$70,000 to $79,999"
2023-12-21 15:41:18,2023-12-21 15:46:51,100,332,True,2023-12-21 15:46:51,R_5CQAMFEMc7e5B6p,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,"It was tempting to go with the number that  resulted in the most people staying out of jail presumably.  However, it does not seem fair that some have to pay a significantly steeper price and probably go further and miss more work time than others.  I wanted to skew it in the direction of those people, and still get the most people avoiding jail as possible.",1964,Woman,NA,Yes,"White or Caucasian,American Indian/Native American or Alaska Native",Democrat,NA,NA,"Some college, but no degree","$50,000 to $59,999"
2023-12-21 15:43:48,2023-12-21 15:47:09,100,200,True,2023-12-21 15:47:09,R_34QjPgPer8l0cCd,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,It costs blacks more than whites to get to the court. It is more equitable.,1966,Man,NA,No,White or Caucasian,Independent,NA,Democrat,Bachelor’s degree,"$30,000 to $39,999"
2023-12-21 15:43:40,2023-12-21 15:47:21,100,220,True,2023-12-21 15:47:22,R_5d1hx39BbdVAmel,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,"Based on the statistics, the black people need more help getting to the courthouse than white people. Thus, I will budget more for the black people than white people. I also want to help the white people a little bit as well.",2001,Man,NA,Yes,White or Caucasian,Independent,NA,Republican,Bachelor’s degree,"$50,000 to $59,999"
2023-12-21 15:45:56,2023-12-21 15:47:30,100,93,True,2023-12-21 15:47:31,R_3szQUMgRs88SWGW,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,It gives both sides equal benefit,1982,Man,NA,No,White or Caucasian,Independent,NA,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$40,000 to $49,999"
2023-12-21 15:44:26,2023-12-21 15:47:32,100,185,True,2023-12-21 15:47:33,R_3r8EiGkvg0mXy3T,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,"More people avoid jail time than the distribution that distributed to more black people. In this scenario, a larger portion of funds goes to the black community while still 50% of beneficiaries are black",1982,Woman,NA,No,White or Caucasian,Democrat,NA,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$90,000 to $99,999"
2023-12-21 15:46:16,2023-12-21 15:48:50,100,154,True,2023-12-21 15:48:51,R_77k7J3USWnjLWpP,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option B,NA,it keeps the most people out of jail,1967,Man,NA,No,White or Caucasian,Democrat,NA,NA,Bachelor’s degree,"$20,000 to $29,999"
2023-12-21 15:46:00,2023-12-21 15:48:52,100,171,True,2023-12-21 15:48:52,R_6ftI2Z9nqgBcy09,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,It cost more for black but whites still need some funding,1955,Man,NA,No,White or Caucasian,Republican,NA,NA,"Some college, but no degree","$60,000 to $69,999"
2023-12-21 15:47:06,2023-12-21 15:49:13,100,126,True,2023-12-21 15:49:14,R_7qhBAtH2S50VwEV,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,50/50 seems fair to me.,1961,Woman,NA,Yes,White or Caucasian,Democrat,NA,NA,"Some college, but no degree","$20,000 to $29,999"
